category,level,question,option1,option2,option3,option4,correctAnswer,trivia,mediaUrl,mediaType,xpReward,timeLimit,isActive
Machine Learning,hard,Pick the most specific concept tied to Machine Learning.,regression,microscope,set,laureate,regression,,,text,80,8,true
Machine Learning,hard,Select the most precise term for Machine Learning.,gradient descent,meter,spice,evolution,gradient descent,,,text,80,8,true
Machine Learning,hard,Select the most precise term for Machine Learning.,accuracy,Ragnarok,diplomacy,textile,accuracy,,,text,80,8,true
Blockchain,easy,Which option belongs to Blockchain?,mining,radian,planning,automation,mining,,,text,20,12,true
Blockchain,easy,Which of these is related to Blockchain?,factorization,mining,JVM,postmodern,mining,,,text,20,12,true
Blockchain,easy,Which option belongs to Blockchain?,movement,symbol,Karnataka,consensus,consensus,,,text,20,12,true
Blockchain,easy,Which of these is related to Blockchain?,modem,balance,validation,consensus,consensus,,,text,20,12,true
Blockchain,easy,Which of these is related to Blockchain?,expression,virtue,consensus,bioavailability,consensus,,,text,20,12,true
Blockchain,easy,Select a term associated with Blockchain.,variable,remix,transaction,brake,transaction,,,text,20,12,true
Blockchain,easy,Which option belongs to Blockchain?,symptom,wallet,conservation,merger,wallet,,,text,20,12,true
Blockchain,easy,Which of these is related to Blockchain?,conversion,carbon dioxide,smart contract,like,smart contract,,,text,20,12,true
Blockchain,easy,Which of these is related to Blockchain?,planning,aperture,harvest,wallet,wallet,,,text,20,12,true
Blockchain,easy,Which option belongs to Blockchain?,Gupta Empire,mining,conditioning,trail,mining,,,text,20,12,true
Blockchain,easy,Which option belongs to Blockchain?,climate model,block,cabinet,toxicity,block,,,text,20,12,true
Blockchain,easy,Which option belongs to Blockchain?,consensus,demography,franchise,REST,consensus,,,text,20,12,true
Blockchain,easy,Select a term associated with Blockchain.,mining,Gobi,wicket,sovereignty,mining,,,text,20,12,true
Blockchain,easy,Select a term associated with Blockchain.,ingredient,payment gateway,wallet,protocol,wallet,,,text,20,12,true
Blockchain,easy,Pick the correct term for Blockchain.,proof of work,Kalahari,haiku,producer,proof of work,,,text,20,12,true
Blockchain,easy,Pick the correct term for Blockchain.,portrait,aerodynamics,wallet,Arctic Ocean,wallet,,,text,20,12,true
Blockchain,easy,Pick the correct term for Blockchain.,triangle,oxidation,script,hash,hash,,,text,20,12,true
Blockchain,easy,Which of these is related to Blockchain?,Sahara,smart contract,comic,euro,smart contract,,,text,20,12,true
Blockchain,medium,Which option is a key concept in Blockchain?,torque,electricity,block,class,block,,,text,40,10,true
Blockchain,medium,Pick the concept that best matches Blockchain.,toxicity,respiratory system,block,Sumatra,block,,,text,40,10,true
Blockchain,medium,Pick the concept that best matches Blockchain.,node,ice melt,aerodynamics,publisher,node,,,text,40,10,true
Blockchain,medium,Pick the concept that best matches Blockchain.,map scale,ISP,transaction,spacecraft,transaction,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,distribution,ledger,Assyrians,pruning,ledger,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,diameter,lighting,preposition,transaction,transaction,,,text,40,10,true
Blockchain,medium,Pick the concept that best matches Blockchain.,gene,node,tributary,castling,node,,,text,40,10,true
Blockchain,medium,Which term is most commonly used in Blockchain?,target audience,optimization,smart contract,K2,smart contract,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,lifecycle,ledger,flowerbed,intrusion,ledger,,,text,40,10,true
Blockchain,medium,Select the most relevant term for Blockchain.,consensus,Plassey,supernova,euro,consensus,,,text,40,10,true
Blockchain,medium,Pick the concept that best matches Blockchain.,stump,shot clock,hash,exception,hash,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,free kick,CEO,transaction,façade,transaction,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,ledger,album,recursion,Sumatra,ledger,,,text,40,10,true
Blockchain,medium,Which term is most commonly used in Blockchain?,Hades,ledger,distribution,spice,ledger,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,Akbar,Africa,proof of work,Krishna,proof of work,,,text,40,10,true
Blockchain,medium,Select the most relevant term for Blockchain.,Akbar,Babylon,virtualenv,node,node,,,text,40,10,true
Blockchain,medium,Which option is a key concept in Blockchain?,currency symbol,smart contract,recursion,masala,smart contract,,,text,40,10,true
Blockchain,medium,Pick the concept that best matches Blockchain.,drug,transaction,optimization,harvest,transaction,,,text,40,10,true
Blockchain,hard,Select the most precise term for Blockchain.,topography,agent,prescription,wallet,wallet,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,endangered,hash,quest,conversion,hash,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,factorization,symbol,proof of work,playlist,proof of work,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,HTML,block,norms,decolonization,block,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,artist,cockpit,hash,advertising,hash,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,hash,steam engine,genre,logic,hash,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,runway,opening ceremony,hash,Iceland,hash,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,ecosystem,depth of field,forehand,hash,hash,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,innings,character,Physics,mining,mining,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,respiratory system,reason,ledger,Valkyrie,ledger,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,oasis,wallet,ecosystem,protocol,wallet,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,consensus,label,TCP,brand identity,consensus,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,myth,concert,smart contract,automation,smart contract,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,hash,sauce,memory,class,hash,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,consensus,time zone,breathing,behavior,consensus,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,silhouette,frame,Shiva,consensus,consensus,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,node,branding,Aeneid,catalyst,node,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,DNS,mining,stanza,conservation,mining,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,semantics,feature,exception,transaction,transaction,,,text,80,8,true
Blockchain,hard,Pick the most specific concept tied to Blockchain.,cognition,orbit,election,node,node,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,mining,vaccination,ecology,runway,mining,,,text,80,8,true
Blockchain,hard,Which term is most specifically associated with Blockchain?,pip,Economics,wallet,patient,wallet,,,text,80,8,true
Blockchain,hard,Which option best characterizes Blockchain?,Ramayana,bear market,three-pointer,hash,hash,,,text,80,8,true
Blockchain,hard,Select the most precise term for Blockchain.,processor,pruning,global economy,wallet,wallet,,,text,80,8,true
Cyber Security,easy,Which of these is related to Cyber Security?,renewable,authentication,Atacama,air traffic,authentication,,,text,20,12,true
Cyber Security,easy,Select a term associated with Cyber Security.,song sequence,Mediterranean Sea,authentication,Mahabharata,authentication,,,text,20,12,true
Cyber Security,easy,Select a term associated with Cyber Security.,patch,complexity,blockbuster,Lake Victoria,patch,,,text,20,12,true
Cyber Security,easy,Which of these is related to Cyber Security?,polytheism,vulnerability,global warming,composer,vulnerability,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,malware,stanza,radius,seed,malware,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,authentication,protein,Madagascar,pawn,authentication,,,text,20,12,true
Cyber Security,easy,Which option belongs to Cyber Security?,slogan,encryption,pound,limit,encryption,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,phishing,ecology,air traffic,existence,phishing,,,text,20,12,true
Cyber Security,easy,Which of these is related to Cyber Security?,patch,watering,banknote,exchange rate,patch,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,virtue,trade agreement,package,authorization,authorization,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,lead time,zero trust,habitat,symphony,zero trust,,,text,20,12,true
Cyber Security,easy,Which of these is related to Cyber Security?,masala,Best Actress,gravity,phishing,phishing,,,text,20,12,true
Cyber Security,easy,Select a term associated with Cyber Security.,sea,firewall,elasticity,match point,firewall,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,Sumatra,grill,encryption,pharmacokinetics,encryption,,,text,20,12,true
Cyber Security,easy,Select a term associated with Cyber Security.,dish,Krishna,Kerala,patch,patch,,,text,20,12,true
Cyber Security,easy,Which option belongs to Cyber Security?,malware,minimalism,dish,cape,malware,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,perspective,alter ego,energy,zero trust,zero trust,,,text,20,12,true
Cyber Security,easy,Pick the correct term for Cyber Security.,sequence,sustainability,API,intrusion,intrusion,,,text,20,12,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,post,innings,role,zero trust,zero trust,,,text,40,10,true
Cyber Security,medium,Select the most relevant term for Cyber Security.,cinematography,Economics,conversion,intrusion,intrusion,,,text,40,10,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,authorization,dystopia,Babylon,marketing,authorization,,,text,40,10,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,device,sovereignty,responsive layout,phishing,phishing,,,text,40,10,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,zero trust,crest,mitigation,search,zero trust,,,text,40,10,true
Cyber Security,medium,Select the most relevant term for Cyber Security.,authorization,concerto,share,Asia,authorization,,,text,40,10,true
Cyber Security,medium,Pick the concept that best matches Cyber Security.,tangent,perception,authentication,Everest,authentication,,,text,40,10,true
Cyber Security,medium,Pick the concept that best matches Cyber Security.,inflection,authentication,garbage collection,ratio,authentication,,,text,40,10,true
Cyber Security,medium,Which option is a key concept in Cyber Security?,brake,encryption,RPG,phonetics,encryption,,,text,40,10,true
Cyber Security,medium,Pick the concept that best matches Cyber Security.,intrusion,inventory,endgame,clinical,intrusion,,,text,40,10,true
Cyber Security,medium,Select the most relevant term for Cyber Security.,chancellor,intrusion,World War II,pip,intrusion,,,text,40,10,true
Cyber Security,medium,Select the most relevant term for Cyber Security.,flexibility,encryption,Ramayana,accuracy,encryption,,,text,40,10,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,engagement,Nobel Prize,firewall,hash,firewall,,,text,40,10,true
Cyber Security,medium,Pick the concept that best matches Cyber Security.,conservation,alliteration,zero trust,over,zero trust,,,text,40,10,true
Cyber Security,medium,Pick the concept that best matches Cyber Security.,syntax,patch,diplomacy,myth,patch,,,text,40,10,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,flexibility,patch,pH,compost,patch,,,text,40,10,true
Cyber Security,medium,Which option is a key concept in Cyber Security?,phishing,modernism,Everest,indentation,phishing,,,text,40,10,true
Cyber Security,medium,Which term is most commonly used in Cyber Security?,Odin,monotheism,nebula,patch,patch,,,text,40,10,true
Cyber Security,hard,Which term is most specifically associated with Cyber Security?,derivative,variable,malware,mitochondria,malware,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,firewall,inventory,free throw,diplomacy,firewall,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,brand identity,stripe,interface,zero trust,zero trust,,,text,80,8,true
Cyber Security,hard,Pick the most specific concept tied to Cyber Security.,algorithm,vulnerability,Mediterranean Sea,catalyst,vulnerability,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,ethics,pip,campground,malware,malware,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,startup,mindfulness,Ares,zero trust,zero trust,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,habitat,chain rule,patch,exception,patch,,,text,80,8,true
Cyber Security,hard,Pick the most specific concept tied to Cyber Security.,migration,explorer,Berlin Wall,encryption,encryption,,,text,80,8,true
Cyber Security,hard,Select the most precise term for Cyber Security.,post,judiciary,authorization,premiere,authorization,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,ecosystem,portrait,temple,phishing,phishing,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,derivative,motivation,malware,villain,malware,,,text,80,8,true
Cyber Security,hard,Pick the most specific concept tied to Cyber Security.,phishing,wallet,Maharashtra,summit,phishing,,,text,80,8,true
Cyber Security,hard,Which option best characterizes Cyber Security?,malware,Arctic Ocean,Sumer,re-entry,malware,,,text,80,8,true
Cyber Security,hard,Select the most precise term for Cyber Security.,conservation,species,sea,authorization,authorization,,,text,80,8,true
Cyber Security,hard,Select the most precise term for Cyber Security.,sensor,Thar,tangent,malware,malware,,,text,80,8,true
Cyber Security,hard,Pick the most specific concept tied to Cyber Security.,encryption,education reform,Peace,equation,encryption,,,text,80,8,true
Cyber Security,hard,Select the most precise term for Cyber Security.,façade,encryption,Don Quixote,innovation,encryption,,,text,80,8,true
Cyber Security,hard,Pick the most specific concept tied to Cyber Security.,homeostasis,marketing,author,encryption,encryption,,,text,80,8,true
Cyber Security,hard,Which term is most specifically associated with Cyber Security?,stripe,patch,monotheism,landscape,patch,,,text,80,8,true
Cyber Security,hard,Pick the most specific concept tied to Cyber Security.,printing press,director,authentication,dystopia,authentication,,,text,80,8,true
Cyber Security,hard,Which term is most specifically associated with Cyber Security?,Hamlet,forehand,phishing,advertising,phishing,,,text,80,8,true
Cyber Security,hard,Which term is most specifically associated with Cyber Security?,authorization,character,factor,trail,authorization,,,text,80,8,true
Cyber Security,hard,Which term is most specifically associated with Cyber Security?,rally,expert system,authentication,taste,authentication,,,text,80,8,true
Cyber Security,hard,Which term is most specifically associated with Cyber Security?,feature,couture,director,malware,malware,,,text,80,8,true
Networking,easy,Select a term associated with Networking.,grammar,protocol,blockbuster,host city,protocol,,,text,20,12,true
Networking,easy,Which of these is related to Networking?,virtue,Odin,queen,UDP,UDP,,,text,20,12,true
Networking,easy,Pick the correct term for Networking.,Brahma,TCP,tangent,photosynthesis,TCP,,,text,20,12,true
Networking,easy,Which of these is related to Networking?,crest,ISP,router,vocabulary,router,,,text,20,12,true
Networking,easy,Which option belongs to Networking?,branding,Ramayana,switch,photosynthesis,switch,,,text,20,12,true
Networking,easy,Which of these is related to Networking?,Ganga,JavaScript,Sumer,protocol,protocol,,,text,20,12,true
Networking,easy,Pick the correct term for Networking.,garbage collection,market research,protocol,comment,protocol,,,text,20,12,true
Networking,easy,Select a term associated with Networking.,tense,Ashoka,aircraft,subnet,subnet,,,text,20,12,true
Networking,easy,Select a term associated with Networking.,bond,ingredient,IP address,symptom,IP address,,,text,20,12,true
Networking,easy,Select a term associated with Networking.,character,switch,payment gateway,advertising,switch,,,text,20,12,true
Networking,easy,Which of these is related to Networking?,TCP,director,Sumer,transaction,TCP,,,text,20,12,true
Networking,easy,Select a term associated with Networking.,SEO,playback,Indian Ocean,TCP,TCP,,,text,20,12,true
Networking,easy,Which option belongs to Networking?,run rate,toxicity,UDP,parliament,UDP,,,text,20,12,true
Networking,easy,Select a term associated with Networking.,net,policy debate,switch,plate,switch,,,text,20,12,true
Networking,easy,Which option belongs to Networking?,Durga,altitude,bandwidth,narrator,bandwidth,,,text,20,12,true
Networking,easy,Select a term associated with Networking.,leadership,column,TCP,mind,TCP,,,text,20,12,true
Networking,easy,Which option belongs to Networking?,latency,brake,adjective,epistemology,latency,,,text,20,12,true
Networking,easy,Which option belongs to Networking?,illustration,Gujarat,Sri Lanka,router,router,,,text,20,12,true
Networking,medium,Which option is a key concept in Networking?,Iceland,charger,globalization,DNS,DNS,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,DNS,sequel,covalent bond,programming,DNS,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,database,malware,transmission,router,router,,,text,40,10,true
Networking,medium,Pick the concept that best matches Networking.,integer,continent,Durga,IP address,IP address,,,text,40,10,true
Networking,medium,Pick the concept that best matches Networking.,greenhouse,protocol,UI thread,vulnerability,protocol,,,text,40,10,true
Networking,medium,Pick the concept that best matches Networking.,goal,lambda,router,habitat,router,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,constitution,Hollywood,UDP,ecology,UDP,,,text,40,10,true
Networking,medium,Which term is most commonly used in Networking?,skeletal system,polytheism,IP address,Rebellion of 1857,IP address,,,text,40,10,true
Networking,medium,Which option is a key concept in Networking?,clinical,router,share,qualifier,router,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,exception,postmodern,monarch,router,router,,,text,40,10,true
Networking,medium,Which option is a key concept in Networking?,TCP,malware,grill,shipping,TCP,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,farm,habitat,session,TCP,TCP,,,text,40,10,true
Networking,medium,Which option is a key concept in Networking?,director,subnet,Don Quixote,furniture,subnet,,,text,40,10,true
Networking,medium,Which option is a key concept in Networking?,climate policy,topography,enzyme,DNS,DNS,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,IP address,semantics,Everest,queen,IP address,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,Ares,ace,protocol,coefficient,protocol,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,designer,hemisphere,recognition,subnet,subnet,,,text,40,10,true
Networking,medium,Select the most relevant term for Networking.,interest,UDP,validation,LBW,UDP,,,text,40,10,true
Networking,hard,Which term is most specifically associated with Networking?,switch,landscape,hypotenuse,fuselage,switch,,,text,80,8,true
Networking,hard,Select the most precise term for Networking.,strings,cash flow,TCP,ice melt,TCP,,,text,80,8,true
Networking,hard,Which term is most specifically associated with Networking?,TCP,simile,Lake Victoria,Divine Comedy,TCP,,,text,80,8,true
Networking,hard,Select the most precise term for Networking.,flooring,producer,switch,backboard,switch,,,text,80,8,true
Networking,hard,Select the most precise term for Networking.,arch,TCP,ecology,inflation,TCP,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,ecology,subnet,polygon,furniture,subnet,,,text,80,8,true
Networking,hard,Which term is most specifically associated with Networking?,optimization,archipelago,latency,dividend yield,latency,,,text,80,8,true
Networking,hard,Which option best characterizes Networking?,TCP,ratio,lead time,rebrand,TCP,,,text,80,8,true
Networking,hard,Which option best characterizes Networking?,assist,UDP,product page,baseline,UDP,,,text,80,8,true
Networking,hard,Select the most precise term for Networking.,switch,semantics,viral,ethics,switch,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,globalization,TCP,photosynthesis,fertilizer,TCP,,,text,80,8,true
Networking,hard,Select the most precise term for Networking.,Lakshmi,quadratic,subnet,Kerala,subnet,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,Egyptians,innings,Medicine,UDP,UDP,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,triangle,magnetism,protocol,robot arm,protocol,,,text,80,8,true
Networking,hard,Select the most precise term for Networking.,patch,viral,Economics,protocol,protocol,,,text,80,8,true
Networking,hard,Which term is most specifically associated with Networking?,label,Indian Ocean,TCP,actuator,TCP,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,verse,meter,imagery,router,router,,,text,80,8,true
Networking,hard,Which option best characterizes Networking?,authentication,Akbar,IP address,hemisphere,IP address,,,text,80,8,true
Networking,hard,Which term is most specifically associated with Networking?,villain,IP address,volume,World Wide Web,IP address,,,text,80,8,true
Networking,hard,Which option best characterizes Networking?,policy debate,composition,origin story,DNS,DNS,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,society,quest,subnet,studio,subnet,,,text,80,8,true
Networking,hard,Which option best characterizes Networking?,market,Academy Awards,climate policy,subnet,subnet,,,text,80,8,true
Networking,hard,Which term is most specifically associated with Networking?,Yangtze,automation,rupee,bandwidth,bandwidth,,,text,80,8,true
Networking,hard,Pick the most specific concept tied to Networking.,TCP,altitude,prime number,inventory,TCP,,,text,80,8,true
Programming (Python),easy,Which option belongs to Programming (Python)?,list comprehension,DOM,Yangtze,cash flow,list comprehension,,,text,20,12,true
Programming (Python),easy,Which of these is related to Programming (Python)?,mitochondria,inventory,fabric,pip,pip,,,text,20,12,true
Programming (Python),easy,Which of these is related to Programming (Python)?,lambda,follower,composer,Indus Valley,lambda,,,text,20,12,true
Programming (Python),easy,Which of these is related to Programming (Python)?,decorator,bishop,habitat,mission control,decorator,,,text,20,12,true
Programming (Python),easy,Which of these is related to Programming (Python)?,responsive design,virtualenv,electricity,theme,virtualenv,,,text,20,12,true
Programming (Python),easy,Pick the correct term for Programming (Python).,evolution,virtualenv,disease,side effect,virtualenv,,,text,20,12,true
Programming (Python),easy,Which of these is related to Programming (Python)?,venture capital,dictionary,Yangtze,currency symbol,dictionary,,,text,20,12,true
Programming (Python),easy,Pick the correct term for Programming (Python).,Ashoka,list comprehension,executive,semantics,list comprehension,,,text,20,12,true
Programming (Python),easy,Which option belongs to Programming (Python)?,recursion,modernism,malware,generator,generator,,,text,20,12,true
Programming (Python),easy,Which option belongs to Programming (Python)?,turbulence,Danube,motivation,indentation,indentation,,,text,20,12,true
Programming (Python),easy,Pick the correct term for Programming (Python).,adjective,side effect,generator,exception,generator,,,text,20,12,true
Programming (Python),easy,Select a term associated with Programming (Python).,evolution,pip,epistemology,crest,pip,,,text,20,12,true
Programming (Python),easy,Select a term associated with Programming (Python).,hypotenuse,consensus,spacewalk,iterator,iterator,,,text,20,12,true
Programming (Python),easy,Pick the correct term for Programming (Python).,linear,concert,Aeneid,generator,generator,,,text,20,12,true
Programming (Python),easy,Select a term associated with Programming (Python).,banner,flowerbed,theme,dictionary,dictionary,,,text,20,12,true
Programming (Python),easy,Select a term associated with Programming (Python).,pip,Kerala,email,engine,pip,,,text,20,12,true
Programming (Python),easy,Which option belongs to Programming (Python)?,couture,indentation,summit,perimeter,indentation,,,text,20,12,true
Programming (Python),easy,Which option belongs to Programming (Python)?,dictionary,nervous system,baseline,warehouse,dictionary,,,text,20,12,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,indentation,symphony,return,memory,indentation,,,text,40,10,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,virtualenv,polymorphism,Nobel Prize,Andes,virtualenv,,,text,40,10,true
Programming (Python),medium,Pick the concept that best matches Programming (Python).,iterator,constitution,ethics,epistemology,iterator,,,text,40,10,true
Programming (Python),medium,Pick the concept that best matches Programming (Python).,pip,polytheism,infrastructure,Poseidon,pip,,,text,40,10,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,knight,pip,continent,climate policy,pip,,,text,40,10,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,campaign,inequality,sea,decorator,decorator,,,text,40,10,true
Programming (Python),medium,Pick the concept that best matches Programming (Python).,polygon,franchise,formation,virtualenv,virtualenv,,,text,40,10,true
Programming (Python),medium,Select the most relevant term for Programming (Python).,pip,breathing,funnel,match point,pip,,,text,40,10,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,lambda,training data,red carpet,cockpit,lambda,,,text,40,10,true
Programming (Python),medium,Which option is a key concept in Programming (Python)?,circulatory system,election,light-year,decorator,decorator,,,text,40,10,true
Programming (Python),medium,Select the most relevant term for Programming (Python).,conductor,indentation,machine,summit,indentation,,,text,40,10,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,opera,wilderness,list comprehension,Rajasthan,list comprehension,,,text,40,10,true
Programming (Python),medium,Which option is a key concept in Programming (Python)?,venture capital,Apollo,continent,PEP 8,PEP 8,,,text,40,10,true
Programming (Python),medium,Which option is a key concept in Programming (Python)?,decorator,RPG,Assyrians,Iliad,decorator,,,text,40,10,true
Programming (Python),medium,Select the most relevant term for Programming (Python).,iterator,startup,Atlantic Ocean,session,iterator,,,text,40,10,true
Programming (Python),medium,Select the most relevant term for Programming (Python).,subject,screen,flag ratio,lambda,lambda,,,text,40,10,true
Programming (Python),medium,Which term is most commonly used in Programming (Python)?,PEP 8,stream of consciousness,logic,logo,PEP 8,,,text,40,10,true
Programming (Python),medium,Pick the concept that best matches Programming (Python).,epistemology,stretch,virtualenv,suspension,virtualenv,,,text,40,10,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,fabric,opportunity cost,search,PEP 8,PEP 8,,,text,80,8,true
Programming (Python),hard,Select the most precise term for Programming (Python).,decorator,opportunity cost,landscape,Mohenjo-daro,decorator,,,text,80,8,true
Programming (Python),hard,Pick the most specific concept tied to Programming (Python).,dictionary,realism,procurement,story arc,dictionary,,,text,80,8,true
Programming (Python),hard,Pick the most specific concept tied to Programming (Python).,routing,list comprehension,fraction,area,list comprehension,,,text,80,8,true
Programming (Python),hard,Select the most precise term for Programming (Python).,generator,serve,pitch,disease,generator,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,abstract,thermodynamics,accuracy,list comprehension,list comprehension,,,text,80,8,true
Programming (Python),hard,Select the most precise term for Programming (Python).,lambda,identity,spice,hash,lambda,,,text,80,8,true
Programming (Python),hard,Which term is most specifically associated with Programming (Python)?,dune,liability,decorator,mining,decorator,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,Odyssey,generator,pesticide,sanctuary,generator,,,text,80,8,true
Programming (Python),hard,Select the most precise term for Programming (Python).,billboard,yen,vaccination,generator,generator,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,superhero,decorator,supply,genre,decorator,,,text,80,8,true
Programming (Python),hard,Which term is most specifically associated with Programming (Python)?,ace,lambda,Indian Ocean,wellness,lambda,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,Odyssey,supernova,indentation,sonnet,indentation,,,text,80,8,true
Programming (Python),hard,Select the most precise term for Programming (Python).,Southern Ocean,PEP 8,innings,billboard,PEP 8,,,text,80,8,true
Programming (Python),hard,Which term is most specifically associated with Programming (Python)?,preposition,Europe,generator,reason,generator,,,text,80,8,true
Programming (Python),hard,Which term is most specifically associated with Programming (Python)?,fabric,iterator,Mahabharata,quest,iterator,,,text,80,8,true
Programming (Python),hard,Which term is most specifically associated with Programming (Python)?,supply chain,goalkeeper,comic,pip,pip,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,tablet,lens,virtualenv,brain,virtualenv,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,routing,PEP 8,air traffic,order,PEP 8,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,pip,sovereignty,acquisition,atoll,pip,,,text,80,8,true
Programming (Python),hard,Select the most precise term for Programming (Python).,generator,global warming,monarch,myth,generator,,,text,80,8,true
Programming (Python),hard,Pick the most specific concept tied to Programming (Python).,Olympiad,list comprehension,panel,verb,list comprehension,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,translation,lambda,heuristic,Assam,lambda,,,text,80,8,true
Programming (Python),hard,Which option best characterizes Programming (Python)?,iterator,machine,tablet,oasis,iterator,,,text,80,8,true
Programming (Java),easy,Select a term associated with Programming (Java).,Brahma,bytecode,conductor,actuator,bytecode,,,text,20,12,true
Programming (Java),easy,Which of these is related to Programming (Java)?,star,range,thread,platform,thread,,,text,20,12,true
Programming (Java),easy,Which option belongs to Programming (Java)?,president,dunk,class,public health,class,,,text,20,12,true
Programming (Java),easy,Pick the correct term for Programming (Java).,inheritance,block,producer,equator,inheritance,,,text,20,12,true
Programming (Java),easy,Which of these is related to Programming (Java)?,phonetics,oil paint,inheritance,paradox,inheritance,,,text,20,12,true
Programming (Java),easy,Which of these is related to Programming (Java)?,binary,JVM,ISP,over,JVM,,,text,20,12,true
Programming (Java),easy,Which option belongs to Programming (Java)?,bytecode,paradox,malware,syntax,bytecode,,,text,20,12,true
Programming (Java),easy,Which of these is related to Programming (Java)?,garbage collection,email,dish,diplomacy,garbage collection,,,text,20,12,true
